日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2017/2/27,'000914,300金融,5668.0282,5702.6053,5656.1849,5701.9964,5711.6291,-43.6009,-0.7634,19783088,22403557864
2017/2/24,'000914,300金融,5711.6291,5719.0668,5689.742,5709.8761,5714.9282,-3.2991,-0.0577,16966221,18066238333
2017/2/23,'000914,300金融,5714.9282,5754.9467,5696.2223,5743.7185,5746.3243,-31.3961,-0.5464,20641121,22382747916
2017/2/22,'000914,300金融,5746.3243,5749.2826,5724.7185,5749.0731,5750.79,-4.4657,-0.0777,21057850,22731142360
2017/2/21,'000914,300金融,5750.79,5790.1094,5736.3037,5740.7716,5735.6079,15.1821,0.2647,32711460,35001806426
2017/2/20,'000914,300金融,5735.6079,5738.7635,5652.9499,5653.883,5659.4985,76.1094,1.3448,42339942,39924698801
2017/2/17,'000914,300金融,5659.4985,5738.0841,5655.0435,5698.6582,5688.2924,-28.7939,-0.5062,34330823,38093829265
2017/2/16,'000914,300金融,5688.2924,5690.3226,5661.4155,5674.0648,5670.0293,18.2631,0.3221,23550199,25120846108
2017/2/15,'000914,300金融,5670.0293,5703.939,5657.5075,5663.929,5658.1815,11.8478,0.2094,32096602,32783875733
2017/2/14,'000914,300金融,5658.1815,5683.3137,5648.8302,5682.7202,5675.1282,-16.9467,-0.2986,17608010,21221444261
2017/2/13,'000914,300金融,5675.1282,5691.4297,5645.9226,5647.5334,5642.1632,32.965,0.5843,25102485,29423296555
2017/2/10,'000914,300金融,5642.1632,5655.8805,5621.4393,5630.9381,5622.4248,19.7384,0.3511,22033201,25353348551
2017/2/9,'000914,300金融,5622.4248,5652.2906,5596.1736,5600.3401,5605.3181,17.1067,0.3052,21825496,26576312773
2017/2/8,'000914,300金融,5605.3181,5607.3529,5544.9963,5568.9451,5575.079,30.2391,0.5424,18989148,22281336550
2017/2/7,'000914,300金融,5575.079,5592.3499,5561.1052,5583.9411,5585.9731,-10.8941,-0.195,13829406,15638985410
2017/2/6,'000914,300金融,5585.9731,5599.8507,5569.26,5593.6065,5578.1054,7.8677,0.141,14853772,17188871621
2017/2/3,'000914,300金融,5578.1054,5650.6274,5576.0339,5648.2067,5639.7672,-61.6618,-1.0933,11320640,13224440961
2017/1/26,'000914,300金融,5639.7672,5660.8087,5620.054,5620.054,5615.1157,24.6515,0.439,15042359,15252617819
2017/1/25,'000914,300金融,5615.1157,5616.8622,5592.458,5601.7806,5606.9155,8.2002,0.1463,12322624,13453083278
2017/1/24,'000914,300金融,5606.9155,5618.5483,5589.6749,5596.8561,5594.5683,12.3472,0.2207,16330282,15279209133
2017/1/23,'000914,300金融,5594.5683,5621.8645,5583.2801,5601.9855,5596.0233,-1.455,-0.026,15691161,16267321218
2017/1/20,'000914,300金融,5596.0233,5604.5995,5558.2548,5560.3089,5564.8136,31.2097,0.5608,17514171,17927333067
2017/1/19,'000914,300金融,5564.8136,5595.4509,5555.9903,5559.8384,5575.3382,-10.5246,-0.1888,14812459,14354501480
2017/1/18,'000914,300金融,5575.3382,5590.4278,5545.0476,5552.9376,5553.2703,22.0679,0.3974,14805994,15232821746
2017/1/17,'000914,300金融,5553.2703,5566.2336,5524.1952,5549.6729,5577.7608,-24.4905,-0.4391,14928121,16195539436
2017/1/16,'000914,300金融,5577.7608,5589.6215,5476.1119,5528.3456,5538.4357,39.3251,0.71,47248317,47441341038
2017/1/13,'000914,300金融,5538.4357,5562.1447,5497.5245,5498.278,5493.1509,45.2848,0.8244,20674234,22726593416
2017/1/12,'000914,300金融,5493.1509,5522.5387,5490.0412,5500.559,5500.0953,-6.9444,-0.1263,12722468,13421199618
2017/1/11,'000914,300金融,5500.0953,5539.6177,5499.149,5522.0412,5520.7095,-20.6142,-0.3734,14492307,14844214470
2017/1/10,'000914,300金融,5520.7095,5536.5789,5514.113,5525.4086,5528.2267,-7.5172,-0.136,12959808,12994725294
2017/1/9,'000914,300金融,5528.2267,5541.1933,5507.8488,5514.7395,5512.1234,16.1033,0.2921,14446823,14763789953
2017/1/6,'000914,300金融,5512.1234,5558.9179,5510.4092,5555.3866,5555.3705,-43.2471,-0.7785,16084653,16828274172
2017/1/5,'000914,300金融,5555.3705,5577.6335,5554.2394,5568.0137,5564.079,-8.7085,-0.1565,15681461,16446767827
2017/1/4,'000914,300金融,5564.079,5571.5462,5533.1133,5544.1396,5549.3216,14.7574,0.2659,20189688,20486814016
2017/1/3,'000914,300金融,5549.3216,5557.5921,5494.2302,5494.2302,5492.8837,56.4379,1.0275,22465764,22562290179
2016/12/30,'000914,300金融,5492.8837,5493.4182,5457.7992,5466.3084,5461.2719,31.6118,0.5788,16907049,16816130915
2016/12/29,'000914,300金融,5461.2719,5484.9418,5453.4135,5468.9515,5475.9471,-14.6752,-0.268,15071554,15530537241
2016/12/28,'000914,300金融,5475.9471,5501.4136,5456.921,5491.995,5496.53,-20.5829,-0.3745,14786601,15463149406
2016/12/27,'000914,300金融,5496.53,5517.0033,5493.369,5496.126,5504.4641,-7.9341,-0.1441,13474056,15088589336
2016/12/26,'000914,300金融,5504.4641,5506.0251,5416.7483,5446.4913,5471.6059,32.8582,0.6005,18664014,20313697607
2016/12/23,'000914,300金融,5471.6059,5507.6765,5456.7547,5507.6765,5513.4954,-41.8895,-0.7598,15857273,17266368892
2016/12/22,'000914,300金融,5513.4954,5528.5714,5491.6045,5527.8677,5535.1707,-21.6753,-0.3916,14530124,16383530910
2016/12/21,'000914,300金融,5535.1707,5551.0935,5514.3501,5514.3501,5511.5048,23.6659,0.4294,21115057,23403250823
2016/12/20,'000914,300金融,5511.5048,5557.5755,5476.2319,5556.9306,5556.5575,-45.0527,-0.8108,23184833,24784767292
2016/12/19,'000914,300金融,5556.5575,5586.1709,5548.8046,5585.2784,5597.5919,-41.0344,-0.7331,17833604,20245743738
2016/12/16,'000914,300金融,5597.5919,5638.267,5591.6819,5607.9601,5615.6665,-18.0746,-0.3219,23152874,23528749739
2016/12/15,'000914,300金融,5615.6665,5725.7606,5601.304,5707.1318,5736.7722,-121.1057,-2.111,33040110,34022966712
2016/12/14,'000914,300金融,5736.7722,5794.9199,5735.4957,5748.8764,5754.3315,-17.5593,-0.3051,27994691,29247396303
2016/12/13,'000914,300金融,5754.3315,5777.9926,5726.9869,5769.0984,5799.6589,-45.3274,-0.7816,28428945,28470387973
2016/12/12,'000914,300金融,5799.6589,5905.7572,5754.8838,5868.2778,5869.4772,-69.8183,-1.1895,56620001,58158717912
2016/12/9,'000914,300金融,5869.4772,5901.4003,5792.478,5795.7601,5804.0331,65.4441,1.1276,44398211,42692199162
2016/12/8,'000914,300金融,5804.0331,5825.8366,5787.3041,5812.5008,5803.5831,0.45,0.0078,25069519,26524787882
2016/12/7,'000914,300金融,5803.5831,5805.1332,5763.8368,5789.2889,5792.5937,10.9894,0.1897,21989237,24470362117
2016/12/6,'000914,300金融,5792.5937,5826.3635,5790.4576,5805.6314,5818.2419,-25.6482,-0.4408,27190019,29109014574
2016/12/5,'000914,300金融,5818.2419,5850.7425,5775.1893,5815.7664,5897.4019,-79.16,-1.3423,45224628,49549566655
2016/12/2,'000914,300金融,5897.4019,5941.4538,5858.1474,5941.4538,5946.3579,-48.956,-0.8233,47614564,52836570300
2016/12/1,'000914,300金融,5946.3579,5972.4471,5903.7428,5906.6783,5910.5682,35.7897,0.6055,44573935,51815208222
2016/11/30,'000914,300金融,5910.5682,5975.1757,5890.3286,5961.7366,5951.2183,-40.6501,-0.6831,41993356,50478197398
2016/11/29,'000914,300金融,5951.2183,5971.2793,5907.3631,5927.0438,5942.5487,8.6696,0.1459,45615498,54164949557
2016/11/28,'000914,300金融,5942.5487,6035.6431,5925.8902,6004.5187,5973.1533,-30.6046,-0.5124,56666510,61415910553
2016/11/25,'000914,300金融,5973.1533,5973.5363,5881.554,5905.698,5906.6562,66.4971,1.1258,46641309,51874927685
2016/11/24,'000914,300金融,5906.6562,5948.4552,5862.3626,5871.9907,5882.7953,23.8609,0.4056,43555274,50369886168
2016/11/23,'000914,300金融,5882.7953,5925.5277,5857.7134,5867.9019,5854.7123,28.083,0.4797,53585393,56590301741
2016/11/22,'000914,300金融,5854.7123,5862.835,5806.9315,5806.9315,5811.189,43.5233,0.749,42172635,47751328156
2016/11/21,'000914,300金融,5811.189,5848.8752,5740.2223,5742.2964,5757.2785,53.9105,0.9364,35593120,44294613621
2016/11/18,'000914,300金融,5757.2785,5800.5973,5749.983,5780.3203,5781.3836,-24.1051,-0.4169,28662210,35442382098
2016/11/17,'000914,300金融,5781.3836,5783.8414,5744.5807,5768.4312,5779.0232,2.3604,0.0408,28032811,33169059825
2016/11/16,'000914,300金融,5779.0232,5790.7464,5756.6473,5784.7165,5780.2202,-1.197,-0.0207,28082879,34803044164
2016/11/15,'000914,300金融,5780.2202,5794.3298,5754.5904,5767.8683,5773.9369,6.2833,0.1088,33090050,40149854138
2016/11/14,'000914,300金融,5773.9369,5835.7431,5741.673,5747.7354,5762.5017,11.4352,0.1984,58477553,71877350606
2016/11/11,'000914,300金融,5762.5017,5777.6747,5692.1006,5705.6189,5709.1575,53.3442,0.9344,56452706,68731034814
2016/11/10,'000914,300金融,5709.1575,5750.6842,5678.2773,5679.294,5642.7916,66.3659,1.1761,32308303,42884542540
2016/11/9,'000914,300金融,5642.7916,5678.7136,5598.4777,5668.9999,5669.3895,-26.5979,-0.4691,38025142,49779075215
2016/11/8,'000914,300金融,5669.3895,5687.2605,5649.4571,5670.1452,5650.1264,19.2631,0.3409,27919308,30169723156
2016/11/7,'000914,300金融,5650.1264,5661.6946,5637.4172,5654.2925,5652.7677,-2.6413,-0.0467,21966628,26424353266
2016/11/4,'000914,300金融,5652.7677,5691.162,5639.76,5658.4763,5665.6609,-12.8932,-0.2276,28813206,34762062205
2016/11/3,'000914,300金融,5665.6609,5692.7417,5591.4524,5595.1351,5607.5256,58.1353,1.0367,40792498,52398182409
2016/11/2,'000914,300金融,5607.5256,5648.5055,5602.3746,5628.8721,5650.0749,-42.5493,-0.7531,25601381,31864617236
2016/11/1,'000914,300金融,5650.0749,5651.8093,5599.1947,5605.1293,5603.636,46.4389,0.8287,24211003,29192021008
2016/10/31,'000914,300金融,5603.636,5612.5793,5546.5787,5588.0986,5607.3356,-3.6996,-0.066,20279513,23998958008
2016/10/28,'000914,300金融,5607.3356,5658.9999,5590.4033,5590.4033,5581.2127,26.1229,0.4681,32530494,39763600279
2016/10/27,'000914,300金融,5581.2127,5594.8767,5564.762,5589.5214,5593.7275,-12.5148,-0.2237,18685614,21777186118
2016/10/26,'000914,300金融,5593.7275,5617.7262,5587.142,5611.9109,5613.9887,-20.2612,-0.3609,22941701,26404215425
2016/10/25,'000914,300金融,5613.9887,5639.7908,5601.8342,5625.2312,5625.914,-11.9253,-0.212,24224042,26415930503
2016/10/24,'000914,300金融,5625.914,5672.7976,5553.5124,5558.2462,5555.5746,70.3394,1.2661,44041930,49983701014
2016/10/21,'000914,300金融,5555.5746,5573.2697,5529.6712,5536.6068,5541.9462,13.6284,0.2459,23246552,27125902446
2016/10/20,'000914,300金融,5541.9462,5560.8996,5537.0099,5539.952,5535.3686,6.5776,0.1188,15676919,17215110562
2016/10/19,'000914,300金融,5535.3686,5567.166,5527.8996,5552.3175,5551.6172,-16.2486,-0.2927,17394887,18986258328
2016/10/18,'000914,300金融,5551.6172,5554.5765,5482.3116,5482.7177,5487.9342,63.683,1.1604,24564822,26904100014
2016/10/17,'000914,300金融,5487.9342,5543.5672,5483.1057,5541.0093,5546.1559,-58.2217,-1.0498,17891501,20554919831
2016/10/14,'000914,300金融,5546.1559,5549.2581,5524.1833,5543.9564,5546.7163,-0.5604,-0.0101,16228244,18953028879
2016/10/13,'000914,300金融,5546.7163,5562.9384,5532.3486,5549.521,5551.5274,-4.8111,-0.0867,19915089,22362453991
2016/10/12,'000914,300金融,5551.5274,5556.2809,5533.4019,5548.3361,5562.5132,-10.9858,-0.1975,16221541,18507016369
2016/10/11,'000914,300金融,5562.5132,5584.8019,5548.1059,5556.5964,5556.3285,6.1847,0.1113,22169948,26105007146
2016/10/10,'000914,300金融,5556.3285,5561.397,5495.6362,5519.9697,5516.5438,39.7847,0.7212,24796104,27332664085
2016/9/30,'000914,300金融,5516.5438,5536.5375,5499.8342,5501.758,5513.3425,3.2013,0.0581,15069632,17595467027
2016/9/29,'000914,300金融,5513.3425,5539.8975,5489.7238,5494.1967,5485.2499,28.0926,0.5121,20822442,22643990823
2016/9/28,'000914,300金融,5485.2499,5514.7957,5475.9303,5500.1754,5502.551,-17.3011,-0.3144,16030963,18672333768
2016/9/27,'000914,300金融,5502.551,5503.461,5452.8811,5454.5999,5464.8073,37.7437,0.6907,20275094,23598062918
2016/9/26,'000914,300金融,5464.8073,5519.6581,5463.3437,5519.2371,5539.1406,-74.3333,-1.342,21706175,24458134734
2016/9/23,'000914,300金融,5539.1406,5572.0001,5537.3268,5569.6321,5574.476,-35.3354,-0.6339,16727460,21226576386
2016/9/22,'000914,300金融,5574.476,5596.3515,5528.8846,5537.1976,5511.8551,62.6209,1.1361,25736863,34207748846
2016/9/21,'000914,300金融,5511.8551,5516.7867,5475.612,5483.0772,5482.7043,29.1508,0.5317,19552126,24135314239
2016/9/20,'000914,300金融,5482.7043,5490.4749,5471.309,5489.2035,5488.0983,-5.394,-0.0983,14225867,16044844335
2016/9/19,'000914,300金融,5488.0983,5490.9037,5457.4644,5457.4644,5451.8325,36.2658,0.6652,15969301,17066441583
2016/9/14,'000914,300金融,5451.8325,5486.1457,5441.5647,5471.2421,5495.3176,-43.4851,-0.7913,20067715,21761049893
2016/9/13,'000914,300金融,5495.3176,5509.2326,5474.1106,5506.6321,5509.9675,-14.6499,-0.2659,17963965,20411623540
2016/9/12,'000914,300金融,5509.9675,5514.8389,5457.4924,5506.7114,5583.7062,-73.7387,-1.3206,35747729,41282259050
2016/9/9,'000914,300金融,5583.7062,5619.0925,5583.1274,5608.8795,5611.5956,-27.8894,-0.497,20396473,24869946590
2016/9/8,'000914,300金融,5611.5956,5624.2627,5596.4309,5601.4203,5606.7865,4.8091,0.0858,18947330,22231875973
2016/9/7,'000914,300金融,5606.7865,5635.2666,5595.2829,5607.8167,5603.2236,3.5629,0.0636,23948135,28227557635
2016/9/6,'000914,300金融,5603.2236,5628.3533,5560.8204,5594.2828,5600.2753,2.9483,0.0526,28652234,31452287436
2016/9/5,'000914,300金融,5600.2753,5632.5581,5590.454,5602.6604,5603.5844,-3.3091,-0.0591,24901586,27360248435
2016/9/2,'000914,300金融,5603.5844,5616.2611,5556.6502,5556.7886,5573.2121,30.3723,0.545,27684403,32459192140
2016/9/1,'000914,300金融,5573.2121,5625.5213,5570.8735,5625.5078,5631.3477,-58.1356,-1.0324,27863944,34257797649
2016/8/31,'000914,300金融,5631.3477,5653.3692,5562.783,5567.4199,5573.5915,57.7562,1.0362,27907323,35492786476
2016/8/30,'000914,300金融,5573.5915,5593.2854,5552.7524,5552.7568,5549.4141,24.1774,0.4357,23911302,27615482972
2016/8/29,'000914,300金融,5549.4141,5555.1725,5523.3162,5547.2045,5555.2306,-5.8165,-0.1047,21069431,22765246871
2016/8/26,'000914,300金融,5555.2306,5589.5728,5547.6864,5576.9693,5574.3819,-19.1513,-0.3436,22293890,25629240575
2016/8/25,'000914,300金融,5574.3819,5588.3535,5522.7831,5565.1577,5591.4496,-17.0677,-0.3052,34791274,39587660249
2016/8/24,'000914,300金融,5591.4496,5634.4962,5579.5723,5627.6018,5632.5917,-41.1421,-0.7304,24838717,30260274891
2016/8/23,'000914,300金融,5632.5917,5669.9119,5603.4046,5608.1897,5616.9356,15.6561,0.2787,32328840,38591114660
2016/8/22,'000914,300金融,5616.9356,5666.0756,5609.9772,5651.2495,5651.5832,-34.6476,-0.6131,36687360,43548467958
2016/8/19,'000914,300金融,5651.5832,5669.0364,5626.9338,5652.1545,5664.9538,-13.3706,-0.236,37716925,45408906099
2016/8/18,'000914,300金融,5664.9538,5746.7567,5630.2805,5661.2834,5673.7072,-8.7534,-0.1543,54314585,70093737940
2016/8/17,'000914,300金融,5673.7072,5751.4693,5653.078,5714.5223,5717.1527,-43.4455,-0.7599,49064406,63463910401
2016/8/16,'000914,300金融,5717.1527,5822.864,5689.0537,5798.5555,5771.3586,-54.2059,-0.9392,84072116,98825428999
2016/8/15,'000914,300金融,5771.3586,5845.7886,5574.7791,5578.7662,5549.5922,221.7664,3.9961,90794619,1.17E+11
2016/8/12,'000914,300金融,5549.5922,5551.7627,5377.0117,5384.0418,5386.721,162.8712,3.0236,49834461,58049638896
2016/8/11,'000914,300金融,5386.721,5465.5334,5354.4492,5354.4492,5359.247,27.474,0.5126,37702679,43074440675
2016/8/10,'000914,300金融,5359.247,5383.5746,5355.9159,5372.8586,5376.6232,-17.3762,-0.3232,21002854,26242596707
2016/8/9,'000914,300金融,5376.6232,5377.9272,5345.1088,5356.0271,5352.3477,24.2755,0.4535,23110784,27485970642
2016/8/8,'000914,300金融,5352.3477,5353.9322,5295.0247,5311.7353,5319.834,32.5137,0.6112,23028664,28789786078
2016/8/5,'000914,300金融,5319.834,5361.6141,5274.9686,5289.2681,5282.1636,37.6704,0.7132,26682722,32951679694
2016/8/4,'000914,300金融,5282.1636,5282.8049,5221.6196,5256.317,5257.7426,24.421,0.4645,22174101,26018913566
2016/8/3,'000914,300金融,5257.7426,5266.8198,5238.6316,5245.0395,5265.8924,-8.1498,-0.1548,16766357,18396007016
2016/8/2,'000914,300金融,5265.8924,5265.8924,5242.4098,5252.1079,5253.9933,11.8991,0.2265,15080881,17138620535
2016/8/1,'000914,300金融,5253.9933,5267.4317,5223.3676,5251.5926,5264.4014,-10.4081,-0.1977,21492565,23137916138
2016/7/29,'000914,300金融,5264.4014,5284.8126,5255.7965,5272.9305,5283.1606,-18.7592,-0.3551,19506395,22694731540
2016/7/28,'000914,300金融,5283.1606,5305.1416,5258.0117,5297.8664,5330.2914,-47.1308,-0.8842,23464981,27800208015
2016/7/27,'000914,300金融,5330.2914,5372.9345,5214.2196,5369.6913,5371.3572,-41.0658,-0.7645,38804414,45144255849
2016/7/26,'000914,300金融,5371.3572,5371.9947,5320.516,5320.516,5325.9862,45.371,0.8519,21207173,25170702897
2016/7/25,'000914,300金融,5325.9862,5343.0015,5310.1799,5313.3357,5319.402,6.5842,0.1238,18730720,21580696195
2016/7/22,'000914,300金融,5319.402,5356.9166,5312.27,5353.7846,5358.7568,-39.3548,-0.7344,21390386,25238733138
2016/7/21,'000914,300金融,5358.7568,5382.1552,5328.3187,5328.3874,5328.5323,30.2245,0.5672,22050397,27354514161
2016/7/20,'000914,300金融,5328.5323,5358.3541,5321.7855,5351.5246,5356.249,-27.7167,-0.5175,17650935,20977342902
2016/7/19,'000914,300金融,5356.249,5396.9293,5328.1365,5384.5778,5378.3669,-22.1179,-0.4112,22037972,25902946817
2016/7/18,'000914,300金融,5378.3669,5423.6715,5368.2703,5382.9354,5393.1713,-14.8044,-0.2745,29944650,33637977335
2016/7/15,'000914,300金融,5393.1713,5413.3931,5380.5239,5401.9218,5402.148,-8.9767,-0.1662,23059440,27541879699
2016/7/14,'000914,300金融,5402.148,5413.2516,5377.9723,5400.5503,5408.6091,-6.4611,-0.1195,25103386,29500185946
2016/7/13,'000914,300金融,5408.6091,5475.3168,5389.1175,5389.1175,5404.7069,3.9022,0.0722,46804321,56011122306
2016/7/12,'000914,300金融,5404.7069,5406.8817,5296.8878,5309.8731,5310.6819,94.025,1.7705,42727060,52499611379
2016/7/11,'000914,300金融,5310.6819,5362.5701,5308.9447,5322.3935,5322.0629,-11.381,-0.2138,30150632,37792758615
2016/7/8,'000914,300金融,5322.0629,5346.4054,5314.0131,5334.1791,5353.0823,-31.0194,-0.5795,25508072,33104193127
2016/7/7,'000914,300金融,5353.0823,5369.9136,5311.3427,5347.0655,5366.9993,-13.917,-0.2593,29701590,36639167810
2016/7/6,'000914,300金融,5366.9993,5374.096,5336.6136,5364.6851,5382.06,-15.0607,-0.2798,34497874,46625243899
2016/7/5,'000914,300金融,5382.06,5397.4243,5364.439,5385.3067,5419.336,-37.276,-0.6878,27496147,32662032763
2016/7/4,'000914,300金融,5419.336,5450.58,5308.691,5312.6745,5360.927,58.409,1.0895,36237881,43376174369
2016/7/1,'000914,300金融,5360.927,5377.6359,5348.5496,5359.1567,5349.3617,11.5653,0.2162,20300607,23029620806
2016/6/30,'000914,300金融,5349.3617,5375.0038,5342.896,5351.7641,5353.1632,-3.8015,-0.071,23822490,27102726592
2016/6/29,'000914,300金融,5353.1632,5356.1972,5320.6638,5330.3757,5323.7022,29.461,0.5534,29420597,34325504986
2016/6/28,'000914,300金融,5323.7022,5334.9985,5263.7421,5277.3594,5295.8467,27.8555,0.526,28671852,35243608312
