日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2017-02-08,'601398,工商银行,4.56,4.56,4.51,4.55,4.55,0.01,0.2198,55511309,251930028.0
2017-02-07,'601398,工商银行,4.55,4.56,4.54,4.55,4.56,-0.01,-0.2193,68414436,311360297.0
2017-02-06,'601398,工商银行,4.56,4.57,4.54,4.57,4.56,0.0,0.0,55128293,251005935.0
2017-02-03,'601398,工商银行,4.56,4.6,4.55,4.59,4.6,-0.04,-0.8696,53137727,242482106.0
2017-01-26,'601398,工商银行,4.6,4.6,4.56,4.56,4.56,0.04,0.8772,84502233,386971697.0
2017-01-25,'601398,工商银行,4.56,4.57,4.53,4.55,4.55,0.01,0.2198,68255713,310690168.0
2017-01-24,'601398,工商银行,4.55,4.57,4.52,4.52,4.53,0.02,0.4415,117283449,532631883.0
2017-01-23,'601398,工商银行,4.53,4.53,4.51,4.52,4.52,0.01,0.2212,77011069,348112266.0
2017-01-20,'601398,工商银行,4.52,4.53,4.5,4.52,4.53,-0.01,-0.2208,67870182,306500362.0
2017-01-19,'601398,工商银行,4.53,4.56,4.5,4.53,4.53,0.0,0.0,110598840,500585770.0
2017-01-18,'601398,工商银行,4.53,4.54,4.51,4.52,4.53,0.0,0.0,68290432,308822017.0
2017-01-17,'601398,工商银行,4.53,4.54,4.51,4.52,4.55,-0.02,-0.4396,90022291,407014730.0
2017-01-16,'601398,工商银行,4.55,4.58,4.44,4.47,4.49,0.06,1.3363,302311399,1364412975.0
2017-01-13,'601398,工商银行,4.49,4.49,4.44,4.45,4.47,0.02,0.4474,93851289,419357047.0
2017-01-12,'601398,工商银行,4.47,4.47,4.44,4.46,4.47,0.0,0.0,62166279,277258300.0
2017-01-11,'601398,工商银行,4.47,4.48,4.45,4.46,4.46,0.01,0.2242,52395427,233898107.0
2017-01-10,'601398,工商银行,4.46,4.47,4.44,4.45,4.46,0.0,0.0,63663257,283646229.0
2017-01-09,'601398,工商银行,4.46,4.48,4.43,4.45,4.44,0.02,0.4505,117454094,523539384.0
2017-01-06,'601398,工商银行,4.44,4.45,4.43,4.44,4.44,0.0,0.0,87008191,386138117.0
2017-01-05,'601398,工商银行,4.44,4.45,4.42,4.43,4.43,0.01,0.2257,87356137,387580728.0
2017-01-04,'601398,工商银行,4.43,4.44,4.41,4.42,4.43,0.0,0.0,118923425,526408823.0
2017-01-03,'601398,工商银行,4.43,4.43,4.39,4.4,4.41,0.02,0.4535,104161632,460087750.0
2016-12-30,'601398,工商银行,4.41,4.41,4.37,4.38,4.38,0.03,0.6849,87610736,384672848.0
2016-12-29,'601398,工商银行,4.38,4.39,4.36,4.36,4.37,0.01,0.2288,79000475,345590764.0
2016-12-28,'601398,工商银行,4.37,4.39,4.35,4.39,4.39,-0.02,-0.4556,92805354,405449448.0
2016-12-27,'601398,工商银行,4.39,4.41,4.38,4.39,4.41,-0.02,-0.4535,48688669,214096549.0
2016-12-26,'601398,工商银行,4.41,4.41,4.35,4.38,4.4,0.01,0.2273,89013884,389851608.0
2016-12-23,'601398,工商银行,4.4,4.41,4.38,4.4,4.4,0.0,0.0,60063435,263871387.0
2016-12-22,'601398,工商银行,4.4,4.43,4.39,4.42,4.42,-0.02,-0.4525,60826555,268013232.0
2016-12-21,'601398,工商银行,4.42,4.43,4.39,4.39,4.41,0.01,0.2268,73573845,324687352.0
2016-12-20,'601398,工商银行,4.41,4.45,4.37,4.44,4.44,-0.03,-0.6757,102928182,452756023.0
2016-12-19,'601398,工商银行,4.44,4.45,4.41,4.43,4.43,0.01,0.2257,49766289,220655675.0
2016-12-16,'601398,工商银行,4.43,4.46,4.41,4.45,4.46,-0.03,-0.6726,106381972,471566489.0
2016-12-15,'601398,工商银行,4.46,4.57,4.44,4.56,4.57,-0.11,-2.407,125354573,562236088.0
2016-12-14,'601398,工商银行,4.57,4.6,4.56,4.56,4.56,0.01,0.2193,74006731,338897632.0
2016-12-13,'601398,工商银行,4.56,4.61,4.55,4.6,4.63,-0.07,-1.5119,117361944,536568981.0
2016-12-12,'601398,工商银行,4.63,4.67,4.57,4.59,4.59,0.04,0.8715,267941471,1237222020.0
2016-12-09,'601398,工商银行,4.59,4.62,4.53,4.54,4.54,0.05,1.1013,243020568,1113653218.0
2016-12-08,'601398,工商银行,4.54,4.55,4.51,4.54,4.53,0.01,0.2208,85539288,387851238.0
2016-12-07,'601398,工商银行,4.53,4.56,4.52,4.54,4.54,-0.01,-0.2203,68071144,308635958.0
2016-12-06,'601398,工商银行,4.54,4.58,4.54,4.55,4.56,-0.02,-0.4386,108282724,493575012.0
2016-12-05,'601398,工商银行,4.56,4.57,4.49,4.5,4.52,0.04,0.885,182637021,829216078.0
2016-12-02,'601398,工商银行,4.52,4.54,4.47,4.51,4.52,0.0,0.0,175955035,793611986.0
2016-12-01,'601398,工商银行,4.52,4.55,4.5,4.52,4.52,0.0,0.0,109041099,493593121.0
2016-11-30,'601398,工商银行,4.52,4.56,4.5,4.56,4.57,-0.05,-1.0941,121384447,549680216.0
2016-11-29,'601398,工商银行,4.57,4.57,4.53,4.55,4.55,0.02,0.4396,146817838,668112797.0
2016-11-28,'601398,工商银行,4.55,4.56,4.5,4.5,4.5,0.05,1.1111,242278688,1100768249.0
2016-11-25,'601398,工商银行,4.5,4.5,4.43,4.43,4.44,0.06,1.3514,205461301,917957444.0
2016-11-24,'601398,工商银行,4.44,4.45,4.43,4.44,4.45,-0.01,-0.2247,99859805,443125768.0
2016-11-23,'601398,工商银行,4.45,4.47,4.41,4.42,4.43,0.02,0.4515,230905200,1026788162.0
2016-11-22,'601398,工商银行,4.43,4.44,4.41,4.41,4.42,0.01,0.2262,240278889,1061212372.0
2016-11-21,'601398,工商银行,4.42,4.42,4.39,4.39,4.39,0.03,0.6834,125320308,552525537.0
2016-11-18,'601398,工商银行,4.39,4.4,4.38,4.39,4.39,0.0,0.0,56792920,249517930.0
2016-11-17,'601398,工商银行,4.39,4.4,4.38,4.39,4.4,-0.01,-0.2273,53452620,234759354.0
2016-11-16,'601398,工商银行,4.4,4.4,4.39,4.4,4.4,0.0,0.0,69330906,304672031.0
2016-11-15,'601398,工商银行,4.4,4.4,4.39,4.4,4.4,0.0,0.0,74971347,329518931.0
2016-11-14,'601398,工商银行,4.4,4.41,4.39,4.4,4.41,-0.01,-0.2268,190875086,839508004.0
2016-11-11,'601398,工商银行,4.41,4.43,4.36,4.42,4.43,-0.02,-0.4515,192367518,846656746.0
2016-11-10,'601398,工商银行,4.43,4.43,4.41,4.42,4.4,0.03,0.6818,73081234,323330496.0
2016-11-09,'601398,工商银行,4.4,4.43,4.38,4.42,4.44,-0.04,-0.9009,127193116,560026597.0
2016-11-08,'601398,工商银行,4.44,4.45,4.4,4.4,4.41,0.03,0.6803,169272738,748965999.0
2016-11-07,'601398,工商银行,4.41,4.41,4.39,4.4,4.41,0.0,0.0,57769848,254331480.0
2016-11-04,'601398,工商银行,4.41,4.42,4.39,4.42,4.42,-0.01,-0.2262,92834063,408732170.0
2016-11-03,'601398,工商银行,4.42,4.43,4.4,4.42,4.42,0.0,0.0,59317374,262246929.0
2016-11-02,'601398,工商银行,4.42,4.43,4.4,4.42,4.44,-0.02,-0.4505,56576605,249801737.0
2016-11-01,'601398,工商银行,4.44,4.44,4.41,4.42,4.43,0.01,0.2257,60044424,265994296.0
2016-10-31,'601398,工商银行,4.43,4.44,4.4,4.42,4.44,-0.01,-0.2252,67620002,298402976.0
2016-10-28,'601398,工商银行,4.44,4.45,4.4,4.41,4.42,0.02,0.4525,81003113,359216962.0
2016-10-27,'601398,工商银行,4.42,4.42,4.39,4.41,4.42,0.0,0.0,62037326,273559461.0
2016-10-26,'601398,工商银行,4.42,4.44,4.41,4.44,4.45,-0.03,-0.6742,81485905,360845493.0
2016-10-25,'601398,工商银行,4.45,4.45,4.42,4.43,4.43,0.02,0.4515,82503339,366389609.0
2016-10-24,'601398,工商银行,4.43,4.45,4.39,4.4,4.41,0.02,0.4535,147965394,655163378.0
2016-10-21,'601398,工商银行,4.41,4.41,4.38,4.39,4.39,0.02,0.4556,33583795,147547919.0
2016-10-20,'601398,工商银行,4.39,4.41,4.38,4.41,4.41,-0.02,-0.4535,50365908,221513311.0
2016-10-19,'601398,工商银行,4.41,4.43,4.39,4.41,4.41,0.0,0.0,53880138,237802799.0
2016-10-18,'601398,工商银行,4.41,4.41,4.37,4.37,4.38,0.03,0.6849,60521378,265602083.0
2016-10-17,'601398,工商银行,4.38,4.42,4.36,4.41,4.42,-0.04,-0.905,60322226,264825182.0
2016-10-14,'601398,工商银行,4.42,4.43,4.39,4.41,4.42,0.0,0.0,67662149,298373650.0
2016-10-13,'601398,工商银行,4.42,4.44,4.41,4.43,4.43,-0.01,-0.2257,47888441,211778426.0
2016-10-12,'601398,工商银行,4.43,4.45,4.42,4.44,4.45,-0.02,-0.4494,59244398,262766932.0
2016-10-11,'601398,工商银行,4.45,4.46,4.44,4.46,4.46,-0.01,-0.2242,55342680,246098904.0
2016-10-10,'601398,工商银行,4.46,4.46,4.43,4.43,4.43,0.03,0.6772,78484966,348472060.0
2016-09-30,'601398,工商银行,4.43,4.44,4.42,4.43,4.44,-0.01,-0.2252,26057004,115474513.0
2016-09-29,'601398,工商银行,4.44,4.44,4.42,4.43,4.43,0.01,0.2257,42713318,189275382.0
2016-09-28,'601398,工商银行,4.43,4.44,4.42,4.44,4.44,-0.01,-0.2252,29460797,130526729.0
2016-09-27,'601398,工商银行,4.44,4.45,4.39,4.41,4.41,0.03,0.6803,45716057,201943910.0
2016-09-26,'601398,工商银行,4.41,4.45,4.41,4.44,4.44,-0.03,-0.6757,69287712,306947978.0
2016-09-23,'601398,工商银行,4.44,4.46,4.43,4.44,4.44,0.0,0.0,52577108,233745765.0
2016-09-22,'601398,工商银行,4.44,4.45,4.41,4.42,4.41,0.03,0.6803,75787325,335933667.0
2016-09-21,'601398,工商银行,4.41,4.42,4.37,4.39,4.4,0.01,0.2273,64520861,283608513.0
2016-09-20,'601398,工商银行,4.4,4.4,4.38,4.4,4.4,0.0,0.0,44893767,196916269.0
2016-09-19,'601398,工商银行,4.4,4.41,4.36,4.37,4.37,0.03,0.6865,50569217,221615235.0
2016-09-14,'601398,工商银行,4.37,4.43,4.35,4.42,4.43,-0.06,-1.3544,77542821,340057302.0
2016-09-13,'601398,工商银行,4.43,4.45,4.42,4.45,4.45,-0.02,-0.4494,59140534,262175580.0
2016-09-12,'601398,工商银行,4.45,4.46,4.42,4.45,4.48,-0.03,-0.6696,112496998,499502233.0
2016-09-09,'601398,工商银行,4.48,4.49,4.47,4.48,4.49,-0.01,-0.2227,51363680,230162500.0
2016-09-08,'601398,工商银行,4.49,4.49,4.46,4.46,4.48,0.01,0.2232,66651637,298582853.0
2016-09-07,'601398,工商银行,4.48,4.49,4.46,4.47,4.46,0.02,0.4484,94756451,424103066.0
2016-09-06,'601398,工商银行,4.46,4.55,4.44,4.52,4.53,-0.07,-1.5453,202747495,911490691.0
2016-09-05,'601398,工商银行,4.53,4.55,4.5,4.52,4.53,0.0,0.0,85903781,388599263.0
2016-09-02,'601398,工商银行,4.53,4.54,4.51,4.51,4.52,0.01,0.2212,74471958,336919959.0
2016-09-01,'601398,工商银行,4.52,4.54,4.5,4.52,4.53,-0.01,-0.2208,55451775,250704767.0
2016-08-31,'601398,工商银行,4.53,4.53,4.49,4.5,4.51,0.02,0.4435,62221953,280764471.0
2016-08-30,'601398,工商银行,4.51,4.51,4.47,4.48,4.49,0.02,0.4454,73462568,329623638.0
2016-08-29,'601398,工商银行,4.49,4.5,4.43,4.49,4.5,-0.01,-0.2222,85397545,381490378.0
2016-08-26,'601398,工商银行,4.5,4.52,4.49,4.52,4.52,-0.02,-0.4425,66375925,298860433.0
2016-08-25,'601398,工商银行,4.52,4.53,4.48,4.51,4.52,0.0,0.0,127172549,573139608.0
2016-08-24,'601398,工商银行,4.52,4.53,4.5,4.52,4.52,0.0,0.0,97280725,439059216.0
2016-08-23,'601398,工商银行,4.52,4.53,4.46,4.47,4.47,0.05,1.1186,140575529,633880193.0
2016-08-22,'601398,工商银行,4.47,4.49,4.43,4.43,4.44,0.03,0.6757,120534917,537380974.0
2016-08-19,'601398,工商银行,4.44,4.44,4.41,4.44,4.43,0.01,0.2257,77286861,341969334.0
2016-08-18,'601398,工商银行,4.43,4.46,4.41,4.43,4.44,-0.01,-0.2252,120802807,535750845.0
2016-08-17,'601398,工商银行,4.44,4.45,4.41,4.43,4.44,0.0,0.0,111953777,495822610.0
2016-08-16,'601398,工商银行,4.44,4.59,4.39,4.59,4.58,-0.14,-3.0568,379202626,1690569282.0
2016-08-15,'601398,工商银行,4.58,4.61,4.48,4.51,4.5,0.08,1.7778,190796136,869842020.0
2016-08-12,'601398,工商银行,4.5,4.51,4.4,4.42,4.42,0.08,1.81,139550563,623687437.0
2016-08-11,'601398,工商银行,4.42,4.47,4.38,4.38,4.38,0.04,0.9132,127544975,565050823.0
2016-08-10,'601398,工商银行,4.38,4.39,4.35,4.37,4.37,0.01,0.2288,66893288,292771229.0
2016-08-09,'601398,工商银行,4.37,4.37,4.33,4.33,4.34,0.03,0.6912,90851724,395402689.0
2016-08-08,'601398,工商银行,4.34,4.35,4.32,4.32,4.33,0.01,0.2309,47988242,208067038.0
2016-08-05,'601398,工商银行,4.33,4.33,4.3,4.31,4.33,0.0,0.0,58463993,252398294.0
2016-08-04,'601398,工商银行,4.33,4.33,4.31,4.32,4.33,0.0,0.0,52886153,228364237.0
2016-08-03,'601398,工商银行,4.33,4.34,4.32,4.33,4.34,-0.01,-0.2304,67941362,294318742.0
2016-08-02,'601398,工商银行,4.34,4.34,4.31,4.32,4.33,0.01,0.2309,45228648,195735431.0
2016-08-01,'601398,工商银行,4.33,4.33,4.29,4.3,4.3,0.03,0.6977,73572877,317506882.0
2016-07-29,'601398,工商银行,4.3,4.3,4.28,4.29,4.29,0.01,0.2331,35004529,150323737.0
2016-07-28,'601398,工商银行,4.29,4.31,4.28,4.3,4.31,-0.02,-0.464,57911779,248621817.0
2016-07-27,'601398,工商银行,4.31,4.32,4.24,4.31,4.31,0.0,0.0,104570068,448543022.0
2016-07-26,'601398,工商银行,4.31,4.32,4.27,4.29,4.29,0.02,0.4662,59875814,257577499.0
2016-07-25,'601398,工商银行,4.29,4.3,4.26,4.26,4.28,0.01,0.2336,66019787,283002834.0
2016-07-22,'601398,工商银行,4.28,4.29,4.24,4.28,4.28,0.0,0.0,70445357,300284451.0
2016-07-21,'601398,工商银行,4.28,4.3,4.26,4.28,4.28,0.0,0.0,74667293,319909889.0
2016-07-20,'601398,工商银行,4.28,4.31,4.27,4.3,4.3,-0.02,-0.4651,52772357,226295902.0
2016-07-19,'601398,工商银行,4.3,4.35,4.29,4.34,4.34,-0.04,-0.9217,83653833,360670789.0
2016-07-18,'601398,工商银行,4.34,4.35,4.31,4.31,4.32,0.02,0.463,58448115,253685834.0
2016-07-15,'601398,工商银行,4.32,4.33,4.3,4.31,4.31,0.01,0.232,55305234,238627366.0
2016-07-14,'601398,工商银行,4.31,4.35,4.3,4.35,4.35,-0.04,-0.9195,57044041,246123637.0
2016-07-13,'601398,工商银行,4.35,4.37,4.3,4.33,4.34,0.01,0.2304,136168870,591082774.0
2016-07-12,'601398,工商银行,4.34,4.35,4.26,4.27,4.27,0.07,1.6393,141273663,608650304.0
2016-07-11,'601398,工商银行,4.27,4.31,4.26,4.28,4.29,-0.02,-0.4662,75103755,322028871.0
2016-07-08,'601398,XD工商银,4.29,4.35,4.27,4.35,4.36,-0.07,-1.6055,115400788,496377386.0
2016-07-07,'601398,工商银行,4.59,4.6,4.53,4.55,4.56,0.03,0.6579,111989706,512053951.0
2016-07-06,'601398,工商银行,4.56,4.56,4.49,4.54,4.55,0.01,0.2198,67726987,307025862.0
2016-07-05,'601398,工商银行,4.55,4.57,4.51,4.54,4.54,0.01,0.2203,67474926,306304670.0
2016-07-04,'601398,工商银行,4.54,4.55,4.47,4.47,4.47,0.07,1.566,64872069,293563167.0
2016-07-01,'601398,工商银行,4.47,4.49,4.44,4.45,4.44,0.03,0.6757,53452780,239064522.0
2016-06-30,'601398,工商银行,4.44,4.45,4.4,4.42,4.42,0.02,0.4525,44120661,195605551.0
2016-06-29,'601398,工商银行,4.42,4.43,4.39,4.41,4.42,0.0,0.0,53792231,236875608.0
2016-06-28,'601398,工商银行,4.42,4.43,4.36,4.41,4.42,0.0,0.0,64395143,282442800.0
2016-06-27,'601398,工商银行,4.42,4.42,4.39,4.39,4.4,0.02,0.4545,31933930,140606432.0
2016-06-24,'601398,工商银行,4.4,4.46,4.36,4.44,4.44,-0.04,-0.9009,44452637,196323322.0
2016-06-23,'601398,工商银行,4.44,4.46,4.43,4.44,4.44,0.0,0.0,25477847,113215027.0
2016-06-22,'601398,工商银行,4.44,4.46,4.39,4.4,4.41,0.03,0.6803,56411629,250457516.0
2016-06-21,'601398,工商银行,4.41,4.41,4.38,4.4,4.39,0.02,0.4556,35358922,155559528.0
2016-06-20,'601398,工商银行,4.39,4.4,4.37,4.39,4.37,0.02,0.4577,36431977,160008927.0
2016-06-17,'601398,工商银行,4.37,4.4,4.36,4.37,4.37,0.0,0.0,37494345,164418728.0
2016-06-16,'601398,工商银行,4.37,4.38,4.35,4.37,4.39,-0.02,-0.4556,39889730,174160816.0
2016-06-15,'601398,工商银行,4.39,4.41,4.37,4.39,4.4,-0.01,-0.2273,64010809,280556215.0
2016-06-14,'601398,工商银行,4.4,4.42,4.35,4.35,4.37,0.03,0.6865,69583009,306345717.0
2016-06-13,'601398,工商银行,4.37,4.4,4.36,4.37,4.39,-0.02,-0.4556,66550532,291645424.0
2016-06-08,'601398,工商银行,4.39,4.41,4.36,4.41,4.4,-0.01,-0.2273,57889772,254256447.0
2016-06-07,'601398,工商银行,4.4,4.42,4.37,4.38,4.38,0.02,0.4566,58853493,258882505.0
2016-06-06,'601398,工商银行,4.38,4.39,4.35,4.36,4.37,0.01,0.2288,59276484,258951633.0
2016-06-03,'601398,工商银行,4.37,4.37,4.32,4.35,4.34,0.03,0.6912,48206398,209444067.0
2016-06-02,'601398,工商银行,4.34,4.35,4.33,4.34,4.34,0.0,0.0,29648778,128753309.0
2016-06-01,'601398,工商银行,4.34,4.36,4.32,4.36,4.36,-0.02,-0.4587,63441751,275364944.0
2016-05-31,'601398,工商银行,4.36,4.37,4.29,4.29,4.3,0.06,1.3953,104740402,454777896.0
2016-05-30,'601398,工商银行,4.3,4.31,4.27,4.29,4.29,0.01,0.2331,84516663,362512632.0
2016-05-27,'601398,工商银行,4.29,4.29,4.26,4.27,4.28,0.01,0.2336,32224893,137788562.0
2016-05-26,'601398,工商银行,4.28,4.28,4.26,4.26,4.26,0.02,0.4695,44247309,189094755.0
2016-05-25,'601398,工商银行,4.26,4.28,4.26,4.27,4.26,0.0,0.0,24523733,104636913.0
2016-05-24,'601398,工商银行,4.26,4.27,4.24,4.27,4.26,0.0,0.0,48488885,206353082.0
2016-05-23,'601398,工商银行,4.26,4.28,4.25,4.26,4.25,0.01,0.2353,43113503,183896312.0
2016-05-20,'601398,工商银行,4.25,4.26,4.24,4.24,4.24,0.01,0.2358,43407775,184533482.0
2016-05-19,'601398,工商银行,4.24,4.26,4.22,4.23,4.24,0.0,0.0,52750006,223875779.0
2016-05-18,'601398,工商银行,4.24,4.25,4.18,4.25,4.25,-0.01,-0.2353,58526023,247269141.0
2016-05-17,'601398,工商银行,4.25,4.26,4.23,4.24,4.25,0.0,0.0,40929431,173829866.0
2016-05-16,'601398,工商银行,4.25,4.26,4.2,4.2,4.22,0.03,0.7109,58012956,245542612.0
2016-05-13,'601398,工商银行,4.22,4.23,4.17,4.18,4.18,0.04,0.9569,77867887,327611690.0
2016-05-12,'601398,工商银行,4.18,4.2,4.15,4.17,4.19,-0.01,-0.2387,53021658,221133234.0
2016-05-11,'601398,工商银行,4.19,4.21,4.15,4.17,4.16,0.03,0.7212,65089697,271739538.0
2016-05-10,'601398,工商银行,4.16,4.18,4.14,4.16,4.17,-0.01,-0.2398,59931469,249440935.0
2016-05-09,'601398,工商银行,4.17,4.24,4.16,4.23,4.24,-0.07,-1.6509,71439800,300202393.0
2016-05-06,'601398,工商银行,4.24,4.28,4.23,4.28,4.28,-0.04,-0.9346,71657233,305011455.0
